,comment,rate
4725,on numara telefon,5
4726,Ben hediye olarak aldım beğenerek kullanıyor abim. Gerçekten çok uygun ve güzel bir ürün.,5
4727,İndirimde almıştım çok iyi telefon,5
4728,2. Kez alıyorum renkve fiyat olarak uygun,5
4729,Güzel geldi,4
4730,guzel telefon.👍ama elinize ulaşması zaman alıyor,5
4731,teşekkürler,5
4732,ürün çok güzel  teslimat süresi çok iyi,5
4733,gayet kullanisli telefon.,5
4734,tesekkurler,5
4735,teşekkürler,5
4736,telefon 2 günde elime geldi gayet güzel hizli telefon fiyat performansı çok iyi mavi rengi tavsiye ederim çok havalı,5
4737,fiyat performans ürünü . alan memnun kalır,5
4738,harika telefon eşime aldım çok beğendi yalnız kargo hızı yavaş thank you trendyol,5
4739,Ürünü iki gündür kullanıyorum gayet güzel bir sıkıntı yok ama elektronik eşyalarda iki günde kendini belli etmiyor zaman ne gostericek bakalim,5
4740,eşime aldık dışardan çok daha uygun fiyatla teşekürler,5
4741,Bayıldım çok kullanışlı,5
4742,On numara beş yıldız,5
4743,"telefonu anlatmaya gerek yok, bu fiyata Süper telefon. satıcıda gayet iyi sorunsuz alışveriş oldu. herkese tavsiye ederim.",5
4744,"1300 iken almıştım indirimden , şarjı çok iyi ekran başarılı gelmedi bana telefon biraz kalın gibi kılıfla birlikte , kamera fazla dışarda ama tam bir f/p ürünü",5
4745,indirimdeyken aldım gerçekten güzel ürün,5
4746,"Çok çok iyi, eşime yıl dönümü hediyem oldu şahane 🤗belki kendim kullamöak isterim",5
4747,hem Fiat hemde kargo hizliydi,5
4748,Ürünü alalı 1 buçuk sene oldu.Güzel şekilde kullanıyordum hiç düşürmedim.Fakat bir anda açılıp kapanma sorunu peydahlandı.Teknik serviste çok ilgisiz.F/P bir ürün fakat servis hiç ilgili değil.,1
4749,gerçekten fiyat ve performans çok iyi tavsiye ederim,5
4750,Verdiğiniz parayı sonuna kadar hakediyor çok güzel bir telefon yüz tanıma özelliğide harika rengine bayıldım,5
4751,Fiyatı çok uygun ve güzel bir telefon,4
4752,hızlı güvenilir kargo.Tam bir fiyat performans makinesi,4
4753,Ürünün hem fiyatı uygun hemde bahsedildiği gibi,5
4754,ürünün hem fiyatı uygun hemde performansı iyi.,5
4755,Mağazaya göre fiyatı uygun bir ürün. Kamerası çok mükemmel değil ama fiyatına göre iyi,5
4756,gayet kaliteli ve uygun fiyat,5
4757,fiyata göre alınabilecek en iyi telefon,5
4758,ürünün fiyatı uygun ve kaliteli bir ürün,4
4759,Bu fiyata alınıcak en iyi telefon.,5
4760,"fena telefon değil, bu fiyata kullanılabilir.",4
4761,Fiyatını fazlasıyla karşılıyor hatta fazlasını yapıyor.  teşekkürler.,5
4762,"Ürün fiyatı ve kalitesi çok iyi,güvenli alışveriş...",5
4763,Fiyatına göre gerçekten alınabilecek en iyi telefonlardan bir tanesi,5
4764,Fiyatına göre kalitesi ve performansı gayet iyi. kamerası güzel. tavsiye ederim.,5
4765,ürünü 1 ay önce eşime 1544 tlye aldım güzel memnun kaldık,5
4766,Ürünün hem fiyatı uygun hemde kalitelii ürün  tavsiye ederim,5
4767,dışardaki pahalı ya satılan üründen hiç bir farkı yok cok çok iyi ses kalitesi kamerası muhteşem,5
4768,Telefon fiyatina göre cok guzel. Diger marka telefonlara gore fiyat performansı cok iyi. Alacaklara kesinlikle tavsiye ediyorum. Xiaomi kalitesi ortada. Sizi üzmeyecek bir telefon verdiginiz paranin karsiligini hakediyor.,5
4769,Ürün tam fiyat performans ürünü diyebilirim.Gayet akıcı ve kullanışlı.,5
4770,Ürün fiyat ve kullanım açısından son derece uygun,5
4771,fiyat performans olarak en mantıklı telefon,5
4772,fiyat performans ürünü,5
4773,f/p açısında mükemmel bir ürün,5
4774,Tam fiyat performans ürünü gayet memnunum,5
4775,cok kullanisli.muhtesem.cok fais fiyatlarla sldiginiz tel ddki hersey hatta fazlasi  mevcut!,5
4776,Fıyat ve performans açısından diğer telefonlara kıyasla gayet ıyı alın ve aldırın cevrenize,5
4777,Çok uygun fiyat a aldık çok güzel,5
4778,fiyat performans ürünü,5
4779,fiyatına göre çok iyi,5
4780,Fiyatına göre muazzam,5
4781,fiyatına göre çok iyi bir telefon. iyi ki almışım,5
4782,fiyatı performans telefonu çok güzel,5
4783,Ürünün hem fiyatı uygun hemde kalitesi fiyatına göre çok daha güzel,5
4784,Fiyat performans açısından çok iyi.,5
4785,fiyat performans cihazı çok iyi,5
4786,fiyat performans ürünü,4
4787,Fiyat performans ürünü teşekkürler,5
4788,Bu fiyata harika,5
4789,Telefon tam bir fiyat/performans ürünüdür. Bu fiyat aralığında alınabilecek en kaliteli telefon.,5
4790,mükemmel kalite fiyatı Uygun,5
4791,tam bir fiyat performans ürünü,5
4792,Fiyatına göre çok iyi,5
4793,aldığımızda fiyatı en uygun buradaydı 1657 TL. fiyat performans telefonu,5
4794,Harika f/p ürünü,5
4795,Gayet iyi fiyatını hak ediyor,5
4796,cok guzel bir telefon bilinen markalarda muadilleri 2500 3000 tl kacirmayin bence,5
4797,Fiyat performans olarak en iyisi diyebilirim 🤲🏻👍🏻,5
4798,Fiyatına göre müthiş bir telefon.,5
4799,ürün gerçekten çok güzel. pahali telefonlara gerek yok.,5
4800,Ürünün  fiyatı gayet uygun  kutu içerisinde telefon kılıfı ekstradan çıkıyor  yanlız kulaklık yok malesef.,5
4801,fiyatina göre çok Uygun,4
4802,Çok iyi fiyatı da uygun,5
4803,Fiyatina göre cok iyi kalite,4
4804,fiyatına göre en iyisi bu. kullanışlı ve dayanıklı,5
4805,bu fiyata en iyi telefon bence bu çok güzel,5
4806,telefon gayet şık  ve güzel  erkek kardeşime hediye olarak almıştım o memnun kalınca kendime de sipariş etmek istedim 24 haziranda kargom onaylandı   1 haftadır teslimat adresinde bekliyor kurye dağıtımına çıkmadı bile kargo şirketi trendyol express ise asla sipariş vermenizi tavsiye etmiyorum.  anlayacağınız  kargo hariç herşey mükemmel verdiğiniz paraya değen bi cihaz .,1
4807,Ürün çok iyi geldi. Fiyat/ performans açısında oldukça kaliteli.,5
4808,"Xiaomi kalitesi, sorunsuz 1 senedir kullanıyorum. Kendime note9 pro aldım. başka markalara daha fazla para ödemeye gerek yok.",5
4809,ürünu indirimli zamanlarında almıştım memnunum ihtiyacımı karşıladı,4
4810,fiyat performans,5
4811,güzel telefon bu fiyata çok iyi,5
4812,kendisini kanıtlamış bir telefon,5
4813,Memnun kaldım,5
4814,tşk.ederim,5
4815,bayildim  cok mukkemmel bir telefon 👍,5
4816,Çok memnun oldum iyi hizmetinizden dolayı teşekkür ederim,5
4817,"Öncelikle merhaba, Ben bu ürünü bu site üzerinden şuan adını hatırlamadığım bir mağazadan aldım. 2 haftadır kullanmaktayım. Üründe bu fiyat bandında (1400-1550 tl) en sağlam ve en kaliteli ürünlerden olduğunu söyleyebilirim. Oyun performansı olarak Call of Duty mobile oynadım max ayarlarda ve max FPS ayarlarına getirdim ve telefonda gerçekten elle hissedilir bir ısınma yoktu ve oyun gerçekten akıcı idi, Pubg mobile (orjinali) oyununda cihazın desteklediği en yüksek ayarlarda (Dengeli ve orta kare hızında) gayet akıcı ve ısınma olmadan saatlerce oyun oynayabiliyorsunuz. Şimdi oyun severlerin merakınını iderebildiysem birde, telefonda karşılaştığım birkaç özelliğe de değinmek istiyorum (HTC desire 820 telefonundan geçtim bu telefona), resimler bence çok güzeller özellikle yeterli ışık varsa ortamda şahane resimler çakeibliyor. Zoom yapısı vs  iyi bence çünkü anfide normalde hocanın yazılarını göremiyoruz arka sıralardan ancak bu telefın o küçük yazıların görünmesini sağlayabiliyor. Hoporlör kısmında ise yine iyi bir işçilik var . Yüksek ses desteği de sunmakta sabah güzel bir alarm sesiyle uyanamama derdiniz ortadan kalkar. Yüz tanıma özelliği gerçekten çok hızlı çalışıyor (ortamda yeterli ışık varsa), parmak izi özelliği de gayet hızlı. Telefonun ekran kısmına gleirsek rekler canlı ve güzel gözüküyor. Eğer otomatik parlaklık özelliğini aktive ederseniz her ortamda telefonu en iyi şekilde ekranını görebilirsiniz hatta güneşli havalarda bile. Telefon 18 watt şarj desteği de sunmakta (quik şarj 4.0). Cihazın ağ kartı bence gayet iyi çünkü okuldaki 100mpbs download ve 100mbps upload destekli kablosuz ağda 90 mbps değerlerine kadar gördü (tabi bi modeme yakınlığım modemin doluluk oranı vs gibi etkenler ile değişiklik gösterebilir). Son olarak ta kızıl ötesi desteği de gayet hızlı çalışıyor. Eksi yanlarına gelirsek telefon 18watt hızlı şarj desteklemesine rağmen kutu içerisinden 10 wattlık bir adaptör çıkıyor. Ben ilk defa bu segentte bir cihaz kullandığımdan bence tel iyi",5
4818,fiyat performans . göründügü gibi,5
4819,Uygun fiyat hızlı teslimat tşkler trendyol,5
4820,tek kelime ile muhteşem hızlı kargo uygun fiyat muzaam kalite,5
4821,Ürünü  İndirimdeyken 1500 TL ye aldım Eşime. Çok beğendi memnunuz 10 numara bence,4
4822,Fiyat performans ve kalite arayanlar için.,5
4823,1550 lirayken aldım gayet başarılı ve fiyat performans ürünü,5
4824,Xiaomi markasının ürünleri gerçekten kaliteli. Fiyatına göre harika bir telefon. Babam için almıştık severek kullanıyoruz 🤝,5
4825,kesinlikle  bu fiyata alınabilecek en mükemmel telefon.,5
4826,Bu fiyata alınacak en iyi telefon.,5
4827,İndirimdeyken 1650 liraya almıştım memnun kaldım,5
4828,ürünün hem fiyatı uygun hem de kaliteli Bir ürün,5
4829,Bu fiyata alinabilecek en iyi telefon,5
4830,"Fiyat performansı çok iyi, eşime aldım gayet memmun",5
4831,Teşekkür ederim bu fiyata bu özellikteki telefon müthiş ihtiyaç varsa hemen alın,5
4832,1 ay önce kardeşime 1624 liraya aldım. Fiyatının böyle artması beni çok şaşırttı. Ayrıca telefon çok iyi fotoğrafı ve hızı etkileyici. Çevremize tavsiye ettiğimiz bir teknolojik ürün oldu..,5
4833,Tavsiye ederim fiyat performans,4
4834,urunden vu kadar memnun kalacagimi sanmiyordum hem ucuz hem turkiye garatili yani daha ne olsun ki,5
4835,Ürün hem kaliteli hemde uygun fiyata aldım,5
4836,Ürünün hem fiyatı uygun hemde özellikleri iyi,5
4837,fiyatı uygun kaliteli kasma yok yani müthiş bir telefon,5
4838,Bu fiyata alınabilecek en iyi telefon.Kardeşime aldık çok memnun herkese tavsiye ederim.,4
4839,kaliteli fiyat performans ürünü değil 5000 lik telefonla aynı işleve sahip,5
4840,"Fiyat performans telefonu , eşime hediye olarak aldım kullanıyor memnun kamera kalitesi biraz dusuk gibi geldi...",4
4841,ürünün kalitesi mükemmel bu Uygun fiyata başka yerde yok ve güvenilir internet alışveriş merkezi budur başka sitelerden almam,5
4842,fiyatına göre mükemmel. Fiyatı hesaba katmasak bile telefon oldukça iyi,5
4843,Çpk güzelmiş gerçekten tüm yorumları okudum fiyata göre müthiş sayılır,4
4844,Telefondan gayet memnunuz. Orta segment bir telefonun üzerinde hıza ve kamera performansına sahip. Bu civarda bir bütçeniz varsa hiç kafanızı karıştırmadan bu telefonu alabilirsiniz. Kesinlikle tavsiye ederim.,5
4845,bu fiyata alınabilecek en iyi telefon kamerasida güzel,5
4846,Gerçekten performansı çok iyi bir telefonmus.Daha önce hiç kullanmamıştım.Fiyatini çok uygun aldık.,5
4847,Fiyat performans ürünü kamerası ve hafızası yeterli olacaktır.,4
4848,fiyat performans acısından bu fiyata alinabilecek en iyi telefonlardan,5
4849,Fiyatı uygun ve telefon güzel.,4
4850,herşeyin den çok memnunum hiç düşünmeden alabilirsiniz bu kadar ucuza böyle yüksek kalite hiçbiyerde yok,5
4851,ürün güzel alınabilir fp ürünü,4
4852,Bu telefon fiyat performansı ve tasarım olarak mükemmel 😉,5
4853,ürünün fiyatı hem uygun hemde kaliteli,2
4854,"fiyatına göre kullanışı, görüntüsü, özellikleri olsun diğer cihazlara göre çok güzel",5
4855,telefonu çok beğendim Bu fiyata ve bu özelliklere göre gayet uygun ve güzel . Hatta şuan kullanıyorum .,4
4856,uygun fiyatlı ve çok güzel telefon tavsiye ederim 👏,5
4857,fiyatına göre cok güzel bence dıyerlerıne 4 bın 5 bın vermeye degmez bu telefon cok güzel görunuşu kullanışı şimdiden herkeze hayırlı olsun,5
4858,"Muhteşem bir telefon,fiyat performans açısından ise gayet makul",5
4859,fiyat performans olarak alınabilecek en iyisi budur,5
4860,Fiyatına göre çok kaliteli bir ürün hemen elimize ulaştı teşekkürler Trendyol,4
4861,8 aydır kullanıyorum tam bir fiyat performans Ürünü,5
4862,çok memnun kaldım fiyatına  göre çok iyi bir ürün,5
4863,Fiyatına göre alınabilecek en iyi akıllı telefon,5
4864,ürün gerçekten çok iyi parasina göre en iyi telefonlardan ben çok memnun kaldım tavsiye ederim,5
4865,bu fiyata alınabilecek en iyi telefon,5
4866,kaliteli bu bir ürün bu fiyata alınacak en iyi telefon sorunsuz alışveriş sonucu sorunsuz bir telefona sahip oldum,5
4867,An itibariyle hem prosu hem de bu en iyi fiyat/performans telefonları.Bu fiyat dolaylarında daha iyisi yok.,5
4868,Tavsiye ederim piyasaya göre fiyatı iyi,5
4869,fiyatı da kendi de güzel ürün ben çok memnunum tavsiye ediyorum,5
4870,bir gün sonrasında elimde oldu kesinlikle fiyat performans ürünü ve şuana kadar hiçbir hata yok kesinlikle öneririm 🙂,5
4871,Bu fiyata alınabilecek en iyi telefon. Biz ailecek Xiaomi kullaniyoruz ve çok memnunuz.,5
4872,"Ürünün fiyatı, performansı ve tasarımı oldukça iyi. Ürünü tavsiye ediyorum.",5
4873,urun bu fiyata harika hem kullanisli hem sık,5
4874,"tek kelimeyle harika bir cihaz, fiyatta piyasaya göre uyguna geldi, emeği geçen herkese teşekkür ederim.",5
4875,ürünü yaklaşık 1 aydır kullanıyorum ve çok memnunum size deneyimlerimi aktarayım; avantajları 1)bataryası 2)performansı 3)kalitesi 4) şıklıgı bence bu fiyata bu ürün kaçmaz Trendyol iy ki varsın teşekkür ederim 🙏🙂,5
4876,Fiyat performans ürünü ve kesinlikle kaliteli telefon. Tavsiye ediyorum herkese,5
4877,Ürünün hem fiyatı uygun hemde göründüğü gbiydi,5
4878,hızlı ve sorunsuz teslimat .Fiyatına göre islevleri ve hızı çok iyi.,5
4879,normal telefonlara göre hem ucuz hemde kaliteli pugb oynarken hiç kasmıyor,4
4880,Ürün gayet güzel ama aldıktan 2 hafta sonra indirime girmesi biraz moral bozdu,5
4881,Telefon güzel beklenileni karşılıyor ve fiyat olarak da uygun açıkçası fiyat performans diyebiliriz,5
4882,fiyat açisindan alinacak en güzel telefon,5
4883,ürünün hem fiyatı uygun hem kaliteli bir ürün,5
4884,urun gayet iyi ve fiyatı çok uygun,5
4885,"Harika fiyat, harika ürün ve harika hizmet ! Teşekkürler",5
4886,telefon f/p olarak iyi. ancak kalite olarak biraz daha gelişmesi lazım. Xiaomi biraz daha gelistirirse kendini çok daha iyi cihazlar yapabilir.,4
4887,çok memnun kaldım uygun fiyatta gerçekten kaliteli bi telefon.tesekkur ederim .,5
4888,fiyatına göre çokk memnun kaldık gerçekten çok güzel tavsiye ederim,5
4889,telefon fiyat performans diyebilirim simdilik begendim gibi bir problem yok tavsiye edebilirim,5
4890,Ürünün hem fiyatı uygun hem de kaliteli bir ürün,5
4891,urun piyasadan çok ucuz ve güzel kaliteli,5
4892,tam bir fiyat performans ürünü aşırı beğendim herkese tavsiye ederim,5
4893,Bu fiyata alınabilecek bence en şık ve performanslı telefon.,5
4894,fiyat performans olarak gayet güzel bir telefon 10 gündür kullanıyorum tabi şuana kadar ki süreçte memnunum umarım böyle devam eder. tek sorun kargo şirketleri o yüzden 1 puanı düşük veriyorum,5
4895,Fiyatına göre mükemmel ürün tavsiye aderim tşk trentyol,5
4896,Bu paraya bu ürün bir haftadır kullanıyorum çok memnun kaldım hızlı kullanışlı zaten özellikleri belli araştırmadan kimse almıyor rengi de güzel,4
4897,Tam bir f/p ürünü.Ayirdiginiz butce bu araliktaysa tavsiye ederim.,5
4898,gerçekten tavsiye ederim fiyatını hak ediyor,5
4899,Fiyat performans ürünü bu fiyatlara alınabilecek en iyi telefon.,5
4900,müthiş bir telefon kesinlikle tavsiye ediyorum fiyatına göre harika alınabilecek en iyisi,5
4901,Bu fiyata alınabilcek en güzel telefonlardan biri kesinlikle 👌,5
4902,"Kızıma aldım beğeniyor, ancak gelmedo biraz uzadı, şimdi fiat daha uygun",4
4903,"fiyatı uygun bir telefon, oğluma aldım birkaç gündür kullanıyor memnun.",5
4904,Çok güzel telefon bu fiyata en iyisi denebilir xiaomi markasını bilmeyenler önyargılı yaklaşıyo araştırın iyi bi marka kamerası iyi kullanışlı telefon tavsiye ederim,5
4905,fiyat performans konusunda uzmeyecek bir telefon,5
4906,F/P kralı 10 numara telefon bu fiyata alınabilecek en iyi telefon,5
4907,"bu paraya bu özellikte kaçırılmayacak telefon bence. şimdilik tavsiye ederim, ilerde kullandıkça kalitesini görcez",5
4908,Tasarımı çok hoş olan bir telefon. Bu fiyatlara alınabilecek ürünlerden birisi. Fazla bir beklentiye sokmayın kendinizi ancak pişman da olmazsınız. Teşekkürler,4
4909,fiyat performans açısından çok güzel bir telefon. dayanıklılığını önümüzdeki günlerde görüp tekrar yorum yazacağım. şimdilik tavsiye ederim.,5
4910,güzel ürün firma menmun kaldım fiyat iyiydi,3
4911,gerçekten beklediğimden iyiydi fiyat performans bakımından mükemmel 👍,5
4912,"ürün çok guzel, bu fiyata alınabilecek en iyi cihaz ve kullanımı da bi o kadar rahat kesinlikle tavsiye ederim.",5
4913,bu fiyata alınacak en iyi telefon gayet memnunum,5
4914,Bu fiyata alınabilecek en iyi telefon,5
4915,"Hoşuma gitti, fiyat performans olarak iyi bir seçim.",5
4916,Acayip kaliteli ve ucuz bir fiyattı .teşekkürler trendyol!,5
4917,bu fiyata alınabilecek en iyi telefon,5
4918,bu fiyata alınabilecek en iyi telefon,5
4919,Çok memnun kaldı fiyattıda çok uygun kaliteli bir orün,5
4920,fiyatı düşmeden almıştım üzüldüm ama güzel telefon,5
4921,Bu fiyata alınabilecek en iyi telefon. Çok memnun kaldım,5
4922,"Fiyat çok uygun. Satıcı çabuk kargoladı. Herhangi bir  sorun yaşamadık, tavsiye ederim",5
4923,"Bu fiyata daha fazlası yok, olamaz da",5
4924,fiyatına göre çok iyi . beğenince 2 tane daha aldık :),5
4925,valla güzel telefon bu fiyata bundan iyisi yok buna yakını bile yok,5
4926,fiyat performans ürünü,5
4927,Çok iyi bir telefon fiyatı da uygun tavsiye ederim,5
4928,fiyatına göre iyi telefon bir aydır kullanıyorum,4
4929,Fiyat Performans Ürünü,4
4930,mükemmel telefon mükemmel fiyat,5
4931,Fiyat performans açısından çok iyi,5
4932,"bu fiyata, bu özellikte telefon yok.",5
4933,fiyati ve kalitesi güzel bi telefon,1
4934,fiyatına göre güzel,4
4935,önce bana sonra eşime aldık fiyat performans ürünü 👍,5
4936,Tam bir fiyat performans canavarı tavsiye ediyorum :),5
4937,Çok iyi fiyatına göre değerli bir ürün tavsiye ederim.,5
4938,Telefon gayet iyi. Fiyat-performans olarak bakıldığında çok daha iyi,5
4939,fiyat performas ürünü,5
4940,ürün fiyatına göre iyi bir tercih,4
4941,fiyati uygun  sorun yasamadim teşekkürler,5
4942,fiyatına göre çok güzel teklifon,4
4943,fiyatına göre muhteşem bir telefon,5
4944,Fiyat performans olarak çok iyi telefon.,5
4945,Her açıdan mükemmel telefon kesinlikle f/p,5
4946,çok güzel telefon fiyatıda çok uygun ben çok beğendim,5
4947,bu fiyata bu kadar hızlı telefon.,5
4948,harika ürün harika fiyat,5
4949,Fiyat performans açısından en ideal telefondan biri,5
4950,Bu fiyata bu kalite👌,5
4951,F/p ürünü düşünmeden alın,5
4952,fiyatina gore iyi,5
4953,Fiyat performans anlamında başarılı bir cihaz gayet memnunum.,5
4954,Fiyatına göre gayet iyi.,4
4955,harika  gercekten f/p,5
4956,Fiyatına göre harika. Çok beğendim.,5
4957,fiyatına göre çok iyi,5
4958,Fiyat performans ürünü.,5
4959,fiyatına göre güzel ürün,4
4960,Fiyatı da kalitelisi de çok iyi,5
4961,Fiyatına göre gerçekten çok başarılı bir ürün kesinlikle tavsiye ederim hic dusunmeden alabilirsiniz.,5
4962,"fiyatına göre iyi performans, sergileyen tasarımı şık bir telefon",3
4963,Ürün şimdilik gayet iyi fiyatı da gayet makul.,5
4964,Ürün hem fiyati gayet uygun ve o fiyata gorevgayet kaliteli bir telefon,5
4965,fiyatına göre çok güzel ürün,5
4966,bu fiyata bu ürün gayet başarılı,5
4967,fiyat performans iyi,4
4968,Fiyatına göre çok güzel telefon. Çok beğendim,5
4969,Fiyata göre gayet iyi cihaz.Kargo çok hızlı.,4
4970,Fiyat performans başka söze gerek yok,5
4971,Bu fiyata gayet iyi bir ürün tavsiye ederim,5
4972,FİYAT PERFORMANS ÜRÜNÜ KESİNLİKLE,5
4973,tam bir fiyat performans ürünü,5
4974,Fiyata göre mükemmel telefon hiç düşünmeden alın derim sadece kibar telefon sevenler için biraz büyük geri kalan herşey mükemmel,5
4975,Ürün çok güzel bu fiyata bu cihaz harika,5
4976,Fiyat performans ürünü tek geçerim,5
4977,fiyat performansı çok iyi,5
4978,çok yüksek rakamlar ödemeye gerek yok fazlasıyla iş görüyor,5
4979,Fiyat performans açısından güzel bir telefon.,4
4980,fiyat performans harıka,5
4981,Telefon fiyat performansa göre en iyisi👍🏽,5
4982,kullanışlı fiyatı güzel,3
4983,çok başarılı uygun fiyatlı ürün,5
4984,Tam fiyat performans ürünü,5
4985,Bu fiyata harika,5
4986,Fiyat performans acisinda  piyasinin en iyilerinden.,5
4987,güzell fiyat performas,5
4988,Fiyat performans ürünü,5
4989,yüksek kalite düşük fiyat bu fiyata daha fazla ödemeye gerek yok.,5
4990,Çok güzel fiyatına göre aşırı beğendim,5
4991,fiyatina gore cok iyii,5
4992,tam bir fiyat performans ürünü,5
4993,Ürün çok kaliteli tam fiyat performans açısından çok iyi bir cihaz,5
4994,Fiyat performans ürünü,5
4995,fiyatına göre çok güzel tavsiye ederim,4
4996,Fiyat/performans açısından çok başarılı.,5
4997,hem fiyatı uygun hemde kalitelidir,5
4998,Fiyatına göre çok iyi,5
4999,Fiyat performans 👏,5
5000,tam bir fiyat performans telefonu,4
5001,fiyat performans anlamında oldukça başarılı bi telefon,4
5002,Tam bir fiyat performans ürünü.,5
5003,"güzel,fiyatı da  normal",4
5004,Çok beğendim fiyatına göre çok güzel bir telefon,5
5005,Tam fiyat performans ürün ü,5
5006,tam bir fiyat performans ürünü herkese tavsiye ederim,5
5007,fiyat performans ürünü gözünüz kapalı oynayabilirsiniz,5
5008,Kaliteli uygun fiyat,5
5009,çok kullanışlı bi ürün fiyatı da çok uygun,5
5010,fiyat performans ürünü,5
5011,Fiyatı çok uygun. Bu fiyata bu özellikler çok iyi.,5
5012,fiyatına göre kalitesi çok iyi sorunsuz elime ulaştı,5
5013,Fiyat performans olarak Harika bir ürün.,5
5014,Fiyat performans telefonu. Kesinlikle tavsiye ederim,5
5015,Telefon gayet iyi aldığım fiyata göre uygun,5
5016,Ürün çok iyi pubg de hiç kasmıyor alabilirsiniz akıcı ve yüksek açıyor 64 GB ve 4 GB ram var ve parmak izi yüz tamnima fln var bayağı iyi yani fiyat performans ürünü,5
5017,"Fiyatına göre gayet iyi bir telefon, mavisi daha güzel duruyor, özellikleride güzel şuana kadar bi sıkıntısı olmadı alalı 2 ay olmuştur",5
5018,ürün ozellikleri ile fiyat performans ürünü. kamera görüntüsü de gayet iyi.,5
5019,Arkadaşlar telefon gerçekten harika. Trendyola teşekkür ediyorum. Fiyatı gayet uygun ve bu fiyata bu kamera güzelliği göz ardı edilemeZ. Kesinlikle tavsiye ediyorum.,5
5020,ürünün hem fiyatı uygun hemde göründüğü gibi kaliteli 😊,5
5021,Ürünün fiyatı uygun hemde göründüğü gibi kaliteli ürün,5
5022,"fiyatına göre çok çok kaliteli, kargo kısa  sürede ulaşıyor muazzam paketleme ve ürün mükemmel",5
5023,ürünün hem fiyatı uygun hemde göründüğü gibi kaliteli teşekkürler Trendyol,5
5024,fiyatına göre çook güzel bir telefon ses ve görüntü kalitesi harika,5
5025,özellikler açısından çok uygun bir fiyat fakat renk ve canlılık olarak biraz düşük,4
5026,Ürünün hem fiyatı uygun hem de göründüğü gibi rengi çok güzel,5
5027,urun çok.hizli geldi oğluma aldım beğendim çok güzel fiyat olarak ta çok uygun telefonu çok araştırdım ve hep güzel yorumlar aldım,5
5028,Babam için aldık. Gayet sorunsuz. Hızlı teslimat.,5
5029,Fiyatına göre on numara bir ürün,5
5030,Telefon fiyatına göre çok güzel. Bence on numara bir seçim yapmış olduk. Teşekkürler,5
5031,harika bir telefon bu fiyata bu kalite on numara siparişi gece verdik bir gun sonra elimde oldu harikasınız teşekkürler.,5
5032,fiyat çok iyi sorunsuz teşekkürler trendyol,5
5033,Kulaklık yok kargo hızlı kullanınca değeri mi vereceğim,3
5034,Çok güzel arka kamera harika fiyatına göre müthiş,5
5035,Ürün göründüğü gibi kaliteli fiyatıda uygun,5
5036,hızlı kargo mükemmel ürün mükemmel fiyat,5
5037,fiyat olarak ürün çok iyi kargo hızlı aldıktan sonra indirime girdi sansimiza,5
5038,Uygun fiyat hızlı kargo,5
5039,Fiyat performans olarak değerlendirildiğinde 5 yıldızı hak ediyor.,5
5040,Fiyat performans bence çok iyi bi ürün,4
5041,Parasına göre gayet güzel telefon. Hızlı teslimat için de teşekkürler,5
5042,fiyat performans olarak maksimum fayda,5
5043,Tam bir performans fiyat ürünü,5
5044,fiyat performans telefonu,5
5045,Güzel bu fiyata bu kadar,5
5046,bu fiyata bence mükemmel bir telefon,5
5047,Fiyat performans olarak çok iyi...,5
5048,Bu fiyata bu kadar  harika özelliğe sahip başka telefon yok . Çok şık ve çok zarif,5
5049,fiyat performans çok iyi tavsiye ederim,4
5050,harika bir telefon en fiyat teşekkürler,5
5051,Güvenilir ve fiyat performans ürünü,5
5052,bu fiyata güzel telefon,5
5053,Çok kaliteli bir ürün. Performansina gore fiyati cok cok uygun.,5
5054,uygun fiyat zamanında teslim teşekkürler.,5
5055,pu fiyata daha iyisi yok her anlamda 5 stars,5
5056,hızlı ve güvenli teslimat ürün fiyatına göre kaliteli,5
5057,Fiyat kalite performansı çok çok iyi,4
5058,Fiyatı normal,2
5059,Bu fiyata bu ürün satış 3 gün gidiyor harika,5
5060,fiyat performans ürünü. güzel. alan memnun hızlı kargoladı... herşey güzel,5
5061,fiyatına göre mukemmel,5
5062,Bence fiyat performans olarak gayet güzel bir ürün.,5
5063,fiyatına gore güzel kullanışlı bir telefon tavsiye ederim.,4
5064,bu fiyata bu kalite gerçekten başarılı,5
5065,Fiyatına göre harika inanılmaz bir ürün.,5
5066,"fiyatına göre çok iyi bir ürün. bir haftadır kullanıyorum, fiyat ve performans harika",5
5067,telefonumdan çok memnunum sesi kalitesi fiyati herseyi harika... 😊,5
5068,Fiyatına göre oldukça başarılı bir telefon.,5
5069,Ürün fiyatına göre gayet yeterli.,5
5070,fiyata gore ust duzey performans,5
5071,fiyat performans canavarı,5
5072,Ürün güzel fiyat kalite endeksi tam yerinde. Keşke biraz daha erken gelseydi.,4
5073,Ürün fiyatına göre çok iyi,4
5074,"Hızlı talimat, Harika ürün, uygun fiyat, teşekkürler Trendyol",5
5075,Fiyatına göre gayet iyi bir telefon memnun kaldım 😊,4
5076,fiyat performans icin cok iyi kaliteli bi telefon,5
5077,Xiaomi kalitesini uygun fiyata aldım teşekkürler,5
5078,ürün harika çok kullanışlı fiyatı da uygun,5
5079,Ürün tam istediğimiz gibi geldi. Tam bir fiyat performans ürünü.,5
5080,ürüne gore çok iyi bir fiyat guzel beğendim,5
